职位,薪水,经验,学历,关键词,工作地址
视频剪辑,6000-8000元,3-5年,大专,"岗位职责：
1. 短视频内容制作（核心工作量，约60%）
独立完成从创意脚本到成片的全流程制作，包括：策划沟通、场景布景、灯光设计、多机位拍摄、现场收音、后期剪辑、包装调色、字幕音效添加。
负责 @辣妹子的厨房、@辣妹子和她的朋友们 等账号主力视频的拍摄与剪辑，确保内容网感强、节奏快、视觉冲击力足。为 @菓子美 账号拍摄具有“小红书风格”的高颜值、治愈系短视频。
2. 访谈与纪实类视频制作（约20%）
负责公司内部访谈（如工匠访谈、创始人故事）、外部专家/用户访谈的拍摄与剪辑。具备纪录片思维，能捕捉情感细节，通过镜头语言讲述有深度的品牌故事。
3. 外采与活动视频制作（约15%）
跟随团队进行外出拍摄，包括：原材料产地溯源、合作餐饮店探店、行业展会、线下营销活动等。能适应不同外景环境，快速布光收音，捕捉现场精彩瞬间，并制作成高质量的纪实或宣传短片。
4. 设备与素材管理（约5%）
负责公司视频拍摄设备（相机、镜头、灯光、收音、稳定器等）的日常维护、保养与管理。建立并维护规范的视频素材库，对拍摄素材进行归档、备份和标签化管理。
任职要求：
1. 硬技能要求（必须项）：
拍摄功底：3年以上商业视频拍摄经验，精通索尼/FX3/A7S3或同等机型，能熟练运用多机位、熟练布光（常亮灯、闪光灯）、具备电影感镜头语言设计能力。
剪辑与后期：精通PR &AE、剪映等剪辑软件，能独立完成剪辑、调色（达芬奇基础）、动态图形包装、音频处理。能根据不同平台（抖音快节奏、小红书高颜值）产出不同风格的成片。
审美在线：对美食摄影、生活美学有敏锐的感知力和高标准的审美，能准确复现策划所需的视觉风格。
全能手：能完成拍摄、剪辑、包装全流程，参与视频策划，具备良好的抗压能力和时间管理能力。
2. 软技能与特质要求：
网感与创意：深度理解抖音、小红书等内容平台，能主动提出视觉创意，将文案脚本转化为更具吸引力的画面。
沟通与协作：能高效理解运营、策划的需求，并与出镜演员、外部合作伙伴顺畅沟通。
吃苦耐劳：能适应外出拍摄的奔波，在厨房、工厂、田间等多种环境下工作，对体力和耐心有要求。
品牌认同：对美食、对“辣文化”有热情，愿意深入理解品牌内核，并通过镜头将其呈现。
3. 加分项：
有食品、快消品或餐饮行业相关视频作品集。
具备一定的平面摄影和图片后期能力。
有过企业宣传片制作经历。","工作地点
长沙天心区汇景发展环球中心A塔28楼
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围:5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
黔西南兴义市城城大厦3416
查看地图"
抖音视频剪辑,5000-10000元,1-3年,学历不限,"岗位内容:
1.负责视频剪辑、后期制作，包括素材的选取、处理和编辑等工作。
2.配合导演的要求完成视频剧本创意的呈现，保证角色、场景、音效等资料的完整性和精准度，
3.使用专业视频软件，完成音频、视频、特效的调整和混合，确保视觉与听觉效果的协调性
4.了解相关技术规范并遵守，制作出符合企业及标准的优秀视频。
5.负责抖音电商平台的日常运维
任职要求:
1.具备优秀的剪辑技能，有相关工作经验者优先。
2.熟练掌握专业剪辑软件，如Premiere Pro、Final CutPro等。
3.熟知后期制作流程，对影视行业有充分理解。
4.具备良好的沟通、协作能力，团队合作意识强
5.有相关日常运维经验者优先。","工作地点
上海浦东新区高华大楼258号
查看地图"
视频编辑制作,5000-6000元,经验不限,大专,"岗位内容：
1. 参与影视剧的策划和制作，管理片场，协助主创完成各项工作。
2. 协调演员、武术指导、美工、道具等多个部门，推进项目进度，确保项目按预算、周期完成。
3. 完成影片后期制作，包括特效、音乐、字幕、配音等等，保证影片质量符合公司的要求。
任职要求：
1.至少专科及以上学历.
2. 具有较高的时间管理能力和责任心，能承受一定的工作压力。
3. 具备良好的沟通、协作能力，团队合作意识强。","工作地点
驻马店驿城区新百汇写字楼4楼412
查看地图"
短剧二创（接受小白）,7000-9000元,经验不限,学历不限,"岗位职责：
1.负责短剧成片的二创剪辑
2.岗位职责：主要负责在公司看剧、选剧、上传和素材剪辑等（无经验可教滴）
3.有无经验均可（短剧剪辑好之后上传到红果上）","工作地点
郑州管城回族区福华中心(福华大厦)
查看地图"
短视频文案编辑,4000-8000元,1年以下,大专,工作内容：1. 负责剪辑视频+视频文案2. 全网找素材、匹配文案内容3. 咱一天只剪辑一条视频奥工作要求：  1. 可以写视频文案的奥，对写作感兴趣的也可以来聊聊哈  2. 基础试用Pr、剪映软件就可以啦  3. 有解说类型的剪辑和写作经验优先奥薪资结构是：底薪+全勤+提成  第一档：4000+，有相关工作经验  第二档：6000+，有2-3年相关的工作经验    岗位福利：  1.上班时间：早九晚六点半，节假日带薪休息滴，有五险奥  2.公司多为95、00后，年轻有活力，氛围融洽，欢迎您的加入哦！,"工作地点
石家庄长安区港悦广场A座1503
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围:5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
青山区万达广场(包头店)5467
查看地图"
视频编辑制作,3000-5000元,1-3年,学历不限,形象好、气质佳，需进行抖音出镜拍摄宣传，并进行视频剪辑，促使公司完成销售业绩。,"工作地点
洛阳偃师区河南金筑建筑科技有限公司
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
梅江区万达广场(梅州店)6416
查看地图"
广告创意视频编辑运营,5000-7000元·13薪,经验不限,学历不限,职位描述   短视频电视剧电影PRAEPS         短视频        工作内容：   1、主要负责创意短视频及图面的后期制作；   2、负责公司社交短视频账号的账号定位、数据运营、推广以及分析总结，并提出对应的优化方案；   3、保持对各类短视频平台热点、热门事件的追踪研究，输出能够转化落地的创意，实现商业变现；   4、通过对用户行为的分析，有针对性的策划运营方案，提升活跃度；   5、能拆解其他博主优质作品，学习借鉴，并合理化利用。   岗位要求：   1、年满18周岁以上，拥有自身驱动力，有上进心；   2、有运营社交账号的经验，熟练剪辑软件，善于剧情创作，了解短视频的内容运营方式和各项规则；   3、有产品营销意识，目标导向，数据分析。,"工作地点
华龙区万达广场(濮阳店)2
查看地图"
视频编辑,4000-5000元,经验不限,本科,"岗位要求：
1、统招本科学历，编导、数字媒体、动画专业 优先，2025届可培养，会PS和剪映，会AE/AI工具
2、薪资5千，试用期薪资8折，短期5个月项目，可作为过渡实习工作，能接受的再聊
工作内容：
1、采集或使用三方云侧API生成，覆盖人像、风景、植物场景的动效视频
2、交付500个静转动视频，达成验收标准
3、生成视频的效果问题分类（ID不一致、表情不一致、动作不合理、动效不合理、生成质量差、无中生有一些不符合常识对象），挑选出问题视频并按问题维度分类；
4、交付静转动视频效果问题分类结果，达成验收标准","工作地点
南京江宁区德融科创中心
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围:5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
双桥区万达广场(承德店)5424
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围:5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
重庆万州区万达广场(万州店)1331
查看地图"
新媒体视频编辑,6000-12000元·13薪,3-5年,大专,"岗位内容：
1. 负责公司视频、微电影等多媒体制作物的剪辑及后期制作工作。
2. 对剪辑风格、配乐、画面调色方案做出策略建议，以获取更好的制作效果。
3. 利用剪辑手段，将冗长或无关的镜头剪辑掉，突出核心信息，提高制作品质。
4. 整合制作资源，并在时间节点内按要求完成各类视频制作任务。
5. 善于发掘优秀素材，不断创新，提高制作品质，实现预期目标。
6.熟悉各自媒体平台小红书，b站，快手，抖音，视频号等运营规则，有过成功起号经理优先。
任职要求：
1. 熟练使用剪辑软件，有良好的剪辑技巧，3年以上相关工作经验。
2. 拥有敏锐的审美和极强的表现力，熟悉各种影视元素的运用。
3. 具有较高的时间管理能力和责任心，能承受一定的工作压力。
4. 拥有优秀的沟通能力和团队协作精神，能够有效地与导演、平面设计师等协同合作。","工作地点
南山区深圳市前海深港合作区南山街道自贸西街18号前海香缤大厦811号-A73
查看地图"
线上居家/图文视频编辑/无需经验,300-500元/天,经验不限,学历不限,"1.负责每日短视频的发布工作
2.不限学历 不限经验 时间.地点自由 简单易上手
3.不用担心学不会 有专业人员一对一指导
4.居家兼职 无需到公司 可长期兼职
5.小白 宝妈 上班族及无业人员均可做","工作地点
深圳市-龙岗区-平湖街道禾花社区华南大道1号华南国际五金化工塑料物流区2期4号
查看地图"
视频编辑,8000-11000元,5-10年,大专,"岗位职责：
1.根据集团企业文化落地传播诉求，制定视频传播方案并跟进执行；
2.负责视频的创意策划、文案脚本撰写、剪辑跟进及后期制作，协助建立企业内部素材库资源及企业文化宣传片的制作；
3.对创意效果的可执行性与创意表现具体差距进行专业把控，跟进项目执行及效果；
4.基于各个项目需求，根据不同题材内容策划不同的创意视频。
任职资格：
1.大专及以上学历，3-5年人力资源/企业文化/企业社会责任相关经验；
2.具有较强的写作和宣传策划能力，有较强的信息采集、整合和文字编辑能力；
3.具备组织活动的项目管理能力，包括协调资源、制定计划、分配任务等项目管理技能；
4.逻辑思维能力强，学习能力强；
5.自我驱动，思考力强，认真负责，有亲和力，能适应公司快速发展的工作节奏。","工作地点
东莞中集智谷产业园-6号楼
查看地图"
